Year,Rank,Name,Age,Exp,G,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2005,25,Courtney Anderson,25.0,2.0,12,24,303,12.6,3,6.0,72.3,OAK
2005,26,Doug Jolley,26.0,4.0,13,29,324,11.2,1,5.2,67.4,NYJ
2005,27,David Martin,26.0,5.0,11,27,224,8.3,3,6.1,67.4,GB
2005,28,Adam Bergen,22.0,1.0,16,28,270,9.6,1,3.8,61.0,ARI
2005,29,Desmond Clark,28.0,7.0,13,24,229,9.5,2,4.5,58.9,CHI
2005,30,Bryan Fletcher,26.0,1.0,11,18,202,11.2,3,5.1,56.2,IND
2005,31,Daniel Graham,27.0,4.0,7,15,230,15.3,3,8.0,56.0,NE
2005,32,Kris Mangum,32.0,9.0,12,23,202,8.8,2,4.6,55.2,CAR
2005,33,Bubba Franks,27.0,6.0,9,25,207,8.3,1,5.7,51.7,GB
2005,34,Chris Baker,26.0,4.0,8,18,269,14.9,1,6.4,50.9,NYJ
2005,35,Stephen Alexander,30.0,8.0,15,21,170,8.1,1,2.9,44.0,DEN
2005,36,Matt Schobel,27.0,4.0,14,18,193,10.7,1,3.1,43.3,CIN
2005,37,Daniel Wilcox,28.0,2.0,9,20,154,7.7,1,4.6,41.4,BAL
2005,38,Marcellus Rivers,27.0,5.0,14,24,168,7.0,0,2.9,40.8,HOU
2005,39,Kyle Brady,33.0,11.0,14,18,157,8.7,1,2.8,39.7,JAX
2005,40,Michael Gaines,25.0,2.0,7,12,155,12.9,2,5.6,39.5,CAR
2005,41,Aaron Shea,29.0,6.0,10,18,153,8.5,1,3.9,39.3,CLE
2005,42,Jim Kleinsasser,28.0,7.0,14,22,171,7.8,0,2.8,39.1,MIN
2005,43,Robert Royal,27.0,3.0,14,18,131,7.3,1,2.6,37.1,WAS
2005,44,George Wrighster,24.0,3.0,13,13,120,9.2,2,2.8,37.0,JAX
2005,45,Ernie Conwell,33.0,10.0,6,13,165,12.7,1,5.9,35.5,NO
2005,46,Mark Campbell,30.0,7.0,12,19,139,7.3,0,2.7,32.9,BUF
2005,47,Brandon Manumaleuna,25.0,5.0,12,13,129,9.9,1,2.7,32.1,STL
2005,48,Eric Edwards,25.0,2.0,9,12,133,11.1,1,3.5,31.3,ARI
2005,49,Reggie Kelly,28.0,7.0,9,15,90,6.0,1,3.3,30.0,CIN
2005,50,Randal Williams,27.0,2.0,9,13,164,12.6,0,3.3,29.4,OAK
2005,51,Ryan Hannam,25.0,4.0,10,13,89,6.8,1,2.8,27.9,SEA
2005,52,Anthony Becht,28.0,6.0,12,16,112,7.0,0,2.3,27.2,TB
2005,53,Christian Fauria,34.0,11.0,7,8,57,7.1,2,3.7,25.7,NE
2005,54,Ben Utecht,24.0,1.0,4,3,59,19.7,2,5.2,20.9,IND
2005,55,Justin Peelle,26.0,4.0,11,11,38,3.5,1,1.9,20.8,SD
2005,56,Casey Fitzsimmons,25.0,3.0,12,10,45,4.5,1,1.7,20.5,DET
2005,57,Visanthe Shiancoe,25.0,3.0,9,8,91,11.4,0,1.9,17.1,NYG
2005,58,Terry Jones,26.0,4.0,5,8,77,9.6,0,3.1,15.7,SF
2005,59,Mike Bartrum,35.0,13.0,2,2,6,3.0,2,7.3,14.6,PHI
2005,60,Lorenzo Diamond,27.0,2.0,8,8,54,6.8,0,1.7,13.4,MIA
2005,61,Dwayne Blakley,26.0,2.0,5,4,30,7.5,1,2.6,13.0,ATL
2005,62,Darnell Dinkins,28.0,2.0,6,6,55,9.2,0,1.9,11.5,BAL
2005,63,Dan Campbell,29.0,7.0,6,3,24,8.0,1,1.9,11.4,DAL
2005,64,Chad Lewis,34.0,9.0,4,5,64,12.8,0,2.8,11.4,PHI
2005,65,Stephen Spach,23.0,1.0,5,7,42,6.0,0,2.2,11.2,PHI
2005,66,Billy Bajema,23.0,1.0,8,5,54,10.8,0,1.3,10.4,SF
2005,67,Jason Dunn,32.0,10.0,6,5,53,10.6,0,1.7,10.3,KC
2005,68,Wesley Duke,2005.0,1.0,2,2,22,11.0,1,5.1,10.2,DEN
2005,69,John Paul Foschi,23.0,1.0,8,6,37,6.2,0,1.2,9.7,OAK
2005,70,Lamont Hall,31.0,7.0,5,6,36,6.0,0,1.9,9.6,NO
2005,71,Joel Dreessen,23.0,1.0,6,5,41,8.2,0,1.5,9.1,NYJ
2005,72,Jerame Tuman,29.0,7.0,3,3,57,19.0,0,2.9,8.7,PIT
2005,73,Brian Jones,24.0,2.0,5,3,49,16.3,0,1.6,7.9,JAX
2005,74,John Gilmore,26.0,4.0,4,1,1,1.0,1,1.8,7.1,CHI
2005,75,Will Heller,24.0,3.0,2,1,1,1.0,1,3.6,7.1,MIA
2005,76,Kris Wilson,24.0,2.0,5,3,33,11.0,0,1.4,6.9,KC
2005,77,Tony Stewart,26.0,5.0,4,4,26,6.5,0,1.6,6.6,CIN
2005,78,Steve Bush,31.0,9.0,4,3,21,7.0,0,1.3,5.1,SF
2005,79,Roland Williams,30.0,8.0,3,3,21,7.0,0,1.7,5.1,STL
2005,80,Gabe Reid,2005.0,1.0,5,3,20,6.7,0,1.0,5.0,CHI
2005,81,Tim Euhus,25.0,2.0,4,3,17,5.7,0,1.2,4.7,BUF
2005,82,Brian Kozlowski,35.0,12.0,2,2,26,13.0,0,2.3,4.6,WAS
2005,83,Matt Murphy,25.0,4.0,3,2,26,13.0,0,1.5,4.6,HOU
2005,84,Mark Bruener,33.0,11.0,4,2,22,11.0,0,1.0,4.2,HOU
2005,85,Richard Owens,25.0,2.0,1,2,18,9.0,0,3.8,3.8,MIN
2005,86,Jeff Robinson,35.0,8.0,3,1,28,28.0,0,1.3,3.8,STL
2005,87,Paul Irons,22.0,1.0,1,2,16,8.0,0,3.6,3.6,CLE
2005,88,Teyo Johnson,24.0,3.0,1,2,16,8.0,0,3.6,3.6,ARI
2005,89,Brett Pierce,24.0,2.0,2,2,15,7.5,0,1.8,3.5,DAL
2005,90,Cameron Cleeland,30.0,8.0,4,3,-1,-0.3,0,0.7,2.9,STL
2005,91,Ben Hartsock,25.0,2.0,1,2,8,4.0,0,2.8,2.8,IND
2005,92,Trent Smith,26.0,3.0,4,2,7,3.5,0,0.7,2.7,SF
2005,93,Robert Johnson,25.0,2.0,1,1,14,14.0,0,2.4,2.4,WAS
2005,94,Richard Angulo,25.0,3.0,1,1,11,11.0,0,2.1,2.1,MIN
2005,95,Ryan Neufeld,30.0,3.0,4,1,9,9.0,0,0.5,1.9,BUF
2005,96,Matt Kranchick,26.0,2.0,1,1,6,6.0,0,1.6,1.6,PIT
2005,97,Gregg Guenther,23.0,1.0,2,1,5,5.0,0,0.8,1.5,TEN
2005,98,Dave Moore,36.0,14.0,1,1,5,5.0,0,1.5,1.5,TB
2005,99,Sean Berton,26.0,2.0,1,1,3,3.0,0,1.3,1.3,NYG
2005,100,Alex Holmes,23.0,1.0,1,1,2,2.0,0,1.2,1.2,MIA
2005,101,Eric Beverly,31.0,5.0,2,0,0,,0,0.0,0.0,ATL
2005,102,Zeron Flemister,29.0,6.0,2,0,0,,0,0.0,0.0,OAK
2005,103,Nate Jackson,26.0,2.0,1,0,0,,0,0.0,0.0,DEN
2005,104,Brian Jennings,29.0,5.0,1,0,0,,0,0.0,0.0,SF
2005,105,Shad Meier,27.0,5.0,1,0,0,,0,0.0,0.0,NO
2005,106,Itula Mili,32.0,8.0,1,0,0,,0,0.0,0.0,SEA
2005,107,Billy Miller,28.0,7.0,1,0,0,,0,0.0,0.0,CLE
2005,108,Mike Seidman,24.0,3.0,4,0,0,,0,0.0,0.0,CAR
2006,1,Antonio Gates,26.0,4.0,16,71,924,13.0,9,13.6,217.4,SD
2006,2,Kellen Winslow Jr,23.0,3.0,16,89,875,9.8,3,12.2,194.5,CLE
2006,3,Tony Gonzalez,30.0,10.0,15,73,900,12.3,5,12.9,193.0,KC
2006,4,Todd Heap,26.0,6.0,16,73,765,10.5,6,11.6,185.5,BAL
2006,5,Alge Crumpler,29.0,6.0,16,56,780,13.9,8,11.4,182.0,ATL
2006,6,Jeremy Shockey,26.0,5.0,15,66,623,9.4,7,11.4,170.3,NYG
2006,7,Chris Cooley,24.0,3.0,16,57,734,12.9,6,10.4,166.4,WAS
2006,8,Jason Witten,24.0,4.0,16,64,754,11.8,1,9.1,145.4,DAL
2006,9,Randy McMichael,27.0,5.0,16,62,640,10.3,3,9.0,144.0,MIA
2006,10,Desmond Clark,29.0,8.0,16,45,626,13.9,6,9.0,143.6,CHI
2006,11,L.J. Smith,26.0,4.0,15,50,611,12.2,5,9.4,141.1,PHI
2006,12,Ben Watson,26.0,3.0,13,49,643,13.1,3,10.1,131.3,NE
2006,13,Heath Miller,24.0,2.0,16,34,393,11.6,5,6.5,103.3,PIT
2006,14,Ernest Wilford,27.0,3.0,16,36,524,14.6,2,6.3,100.4,JAX
2006,15,Owen Daniels,24.0,1.0,12,34,352,10.4,5,8.3,99.2,HOU
2006,16,George Wrighster,25.0,4.0,15,39,353,9.1,3,6.2,92.3,JAX
2006,17,Dallas Clark,27.0,4.0,12,30,367,12.2,4,7.6,90.7,IND
2006,18,Jermaine Wiggins,31.0,7.0,16,46,386,8.4,1,5.7,90.6,MIN
2006,19,Bo Scaife,25.0,2.0,14,29,370,12.8,2,6.1,85.3,TEN
2006,20,Chris Baker,27.0,5.0,16,31,300,9.7,4,5.3,85.0,NYJ
2006,21,Alex Smith,24.0,2.0,14,35,250,7.1,3,5.6,78.0,TB
2006,22,Dan Campbell,30.0,8.0,15,21,308,14.7,4,5.1,75.8,DET
2006,23,Eric Johnson,27.0,6.0,11,34,292,8.6,2,6.8,75.2,SF
2006,24,Ben Utecht,25.0,2.0,13,37,377,10.2,0,5.7,74.7,IND
2006,25,Steve Heiden,30.0,7.0,16,36,249,6.9,2,4.6,72.9,CLE
2006,26,Tony Scheffler,23.0,1.0,11,18,286,15.9,4,6.4,70.9,DEN
2006,27,Jerramy Stevens,27.0,5.0,11,22,231,10.5,4,6.3,69.1,SEA
2006,28,Courtney Anderson,26.0,3.0,14,25,285,11.4,2,4.7,65.5,OAK
2006,29,Vernon Davis,22.0,1.0,9,20,265,13.3,3,7.2,65.0,SF
2006,30,Robert Royal,28.0,4.0,15,23,233,10.1,3,4.2,63.4,BUF
2006,31,Randal Williams,28.0,3.0,15,28,293,10.5,0,3.8,57.3,OAK
2006,32,Daniel Graham,28.0,5.0,11,21,235,11.2,2,5.1,56.5,NE
2006,33,Daniel Wilcox,29.0,3.0,12,20,166,8.3,3,4.6,54.6,BAL
2006,34,David Martin,27.0,6.0,11,21,198,9.4,2,4.8,52.8,GB
2006,35,Reggie Kelly,29.0,8.0,14,21,254,12.1,1,3.7,52.4,CIN
2006,36,Bryan Fletcher,27.0,2.0,10,18,202,11.2,2,5.0,50.2,IND
2006,37,Joe Klopfenstein,23.0,1.0,14,20,226,11.3,1,3.5,48.6,STL
2006,38,Bubba Franks,28.0,7.0,14,25,232,9.3,0,3.4,48.2,GB
2006,39,Kris Wilson,25.0,3.0,12,15,132,8.8,3,3.8,46.2,KC
2006,40,Stephen Alexander,31.0,9.0,13,18,160,8.9,2,3.5,46.0,DEN
2006,41,Matt Schobel,28.0,5.0,13,13,203,15.6,2,3.5,45.3,PHI
2006,42,Kris Mangum,33.0,10.0,13,21,170,8.1,1,3.4,44.0,CAR
2006,43,Brandon Manumaleuna,26.0,6.0,9,14,91,6.5,3,4.6,41.2,SD
2006,44,Ben Troupe,24.0,3.0,10,13,150,11.5,2,4.0,40.0,TEN
2006,45,Anthony Becht,29.0,7.0,11,18,115,6.4,1,3.2,35.5,TB
2006,46,Mark Campbell,31.0,8.0,11,18,164,9.1,0,3.1,34.4,NO
2006,47,Justin Peelle,27.0,5.0,12,16,116,7.3,1,2.8,33.6,MIA
2006,48,David Thomas,23.0,1.0,8,11,159,14.5,1,4.1,32.9,NE
2006,49,Adam Bergen,23.0,2.0,10,15,111,7.4,1,3.2,32.1,ARI
2006,50,Leonard Pope,23.0,1.0,14,16,161,10.1,0,2.3,32.1,ARI
2006,51,Tony Stewart,27.0,6.0,9,14,120,8.6,1,3.6,32.0,CIN
2006,52,Marcedes Lewis,22.0,1.0,9,13,126,9.7,1,3.5,31.6,JAX
2006,53,John Madsen,23.0,1.0,9,11,146,13.3,1,3.5,31.6,OAK
2006,54,Michael Gaines,26.0,3.0,13,15,146,9.7,0,2.3,29.6,CAR
2006,55,Mark Bruener,34.0,12.0,8,9,62,6.9,2,3.4,27.2,HOU
2006,56,Billy Miller,29.0,8.0,10,14,129,9.2,0,2.7,26.9,NO
2006,57,Anthony Fasano,22.0,1.0,13,14,126,9.0,0,2.0,26.6,DAL
2006,58,Jeb Putzier,27.0,4.0,10,13,125,9.6,0,2.6,25.5,HOU
2006,59,Donald Lee,26.0,4.0,12,10,150,15.0,0,2.1,25.0,GB
2006,60,Marcus Pollard,34.0,12.0,10,12,100,8.3,0,2.2,22.0,DET
2006,61,John Gilmore,27.0,5.0,8,6,38,6.3,2,2.7,21.8,CHI
2006,62,Jerame Tuman,30.0,8.0,7,7,73,10.4,1,2.9,20.3,PIT
2006,63,Visanthe Shiancoe,26.0,4.0,11,12,81,6.8,0,1.8,20.1,NYG
2006,64,Ernie Conwell,34.0,11.0,4,8,57,7.1,1,4.9,19.7,NO
2006,65,Jeff Dugan,25.0,3.0,7,8,40,5.0,1,2.6,18.0,MIN
2006,66,Itula Mili,33.0,9.0,8,10,69,6.9,0,2.1,16.9,SEA
2006,67,Casey Fitzsimmons,26.0,4.0,4,7,71,10.1,0,3.5,14.1,DET
2006,68,Dwayne Blakley,27.0,3.0,5,6,76,12.7,0,2.7,13.6,ATL
2006,69,Will Heller,25.0,4.0,3,4,32,8.0,1,4.4,13.2,SEA
2006,70,Ben Hartsock,26.0,3.0,4,6,68,11.3,0,3.2,12.8,TEN
2006,71,Dominique Byrd,22.0,1.0,2,2,39,19.5,1,6.0,11.9,STL
2006,72,Aaron Walker,26.0,4.0,5,5,68,13.6,0,2.4,11.8,STL
2006,73,Jim Kleinsasser,29.0,8.0,10,7,47,6.7,0,1.2,11.7,MIN
2006,74,Brad Cieslak,24.0,2.0,5,6,46,7.7,0,2.1,10.6,BUF
2006,75,Sean Ryan,26.0,3.0,7,6,44,7.3,0,1.5,10.4,NYJ
2006,76,Nate Jackson,27.0,3.0,4,5,49,9.8,0,2.5,9.9,DEN
2006,77,Darnell Dinkins,29.0,3.0,3,2,14,7.0,1,3.1,9.4,CLE
2006,78,Kyle Brady,34.0,12.0,7,5,37,7.4,0,1.2,8.7,JAX
2006,79,John Owens,26.0,5.0,2,4,44,11.0,0,4.2,8.4,NO
2006,80,Jason Dunn,33.0,11.0,6,4,40,10.0,0,1.3,8.0,KC
2006,81,Richard Owens,26.0,3.0,7,5,29,5.8,0,1.1,7.9,MIN
2006,82,Gabe Reid,2006.0,2.0,5,4,37,9.3,0,1.5,7.7,CHI
2006,83,Ryan Neufeld,31.0,4.0,1,1,4,4.0,1,7.4,7.4,BUF
2006,84,Todd Yoder,28.0,7.0,2,1,4,4.0,1,3.7,7.4,WAS
2006,85,Jeff King,23.0,1.0,2,1,1,1.0,1,3.6,7.1,CAR
2006,86,Delanie Walker,22.0,1.0,2,2,30,15.0,0,2.5,5.0,SF
2006,87,Fred Wakefield,28.0,2.0,2,2,24,12.0,0,2.2,4.4,ARI
2006,88,Chad Mustard,29.0,4.0,1,2,23,11.5,0,4.3,4.3,DEN
2006,89,Sean McHugh,24.0,3.0,3,2,18,9.0,0,1.3,3.8,DET
2006,90,Christian Fauria,35.0,12.0,3,2,17,8.5,0,1.2,3.7,WAS
2006,91,John Bronson,24.0,2.0,1,1,25,25.0,0,3.5,3.5,ARI
2006,92,Quinn Sypniewski,24.0,1.0,2,2,15,7.5,0,1.8,3.5,BAL
2006,93,Nate Lawrie,25.0,3.0,2,1,17,17.0,0,1.4,2.7,NO
2006,94,James Adkisson,26.0,2.0,1,1,9,9.0,0,1.9,1.9,OAK
2006,95,Dave Moore,37.0,15.0,1,1,9,9.0,0,1.9,1.9,TB
2006,96,Doug Jolley,27.0,5.0,2,1,7,7.0,0,0.8,1.7,TB
2006,97,Cooper Wallace,24.0,1.0,1,1,6,6.0,0,1.6,1.6,TEN
2006,98,Kevin Everett,24.0,2.0,1,1,1,1.0,0,1.1,1.1,BUF
2006,99,Brian Kozlowski,36.0,13.0,2,1,1,1.0,0,0.6,1.1,WAS
2006,100,Eric Beverly,32.0,6.0,1,1,0,0.0,0,1.0,1.0,ATL
2006,101,Billy Bajema,24.0,2.0,1,0,0,,0,0.0,0.0,SF
2006,102,James Dearth,30.0,8.0,1,0,0,,0,0.0,0.0,NYJ
2006,103,Darcy Johnson,23.0,1.0,1,0,0,,0,0.0,0.0,NYG
2007,1,Jason Witten,25.0,5.0,16,96,1145,11.9,7,15.8,252.5,DAL
2007,2,Tony Gonzalez,31.0,11.0,16,99,1172,11.8,5,15.4,246.2,KC
2007,3,Antonio Gates,27.0,5.0,16,75,984,13.1,9,14.2,227.4,SD
2007,4,Kellen Winslow Jr,24.0,4.0,16,82,1106,13.5,5,13.9,222.6,CLE
2007,5,Chris Cooley,25.0,4.0,16,66,786,11.9,8,12.0,192.6,WAS
2007,6,Dallas Clark,28.0,5.0,15,58,616,10.6,11,12.6,188.5,IND
2007,7,Owen Daniels,25.0,2.0,16,63,768,12.2,3,9.9,157.8,HOU
2007,8,Heath Miller,25.0,3.0,15,47,566,12.0,7,9.7,145.6,PIT
2007,9,Donald Lee,27.0,5.0,15,48,575,12.0,6,9.4,141.5,GB
2007,10,Jeremy Shockey,27.0,6.0,14,57,619,10.9,3,9.8,137.5,NYG
2007,11,Tony Scheffler,24.0,2.0,13,49,549,11.2,5,10.3,133.9,DEN
2007,12,Vernon Davis,23.0,2.0,14,52,509,9.8,4,9.1,126.9,SF
2007,13,Desmond Clark,30.0,9.0,16,44,545,12.4,4,7.7,122.5,CHI
2007,14,Alge Crumpler,30.0,7.0,14,42,444,10.6,5,8.3,116.4,ATL
2007,15,Ernest Wilford,28.0,4.0,16,45,518,11.5,3,7.2,114.8,JAX
2007,16,Ben Watson,27.0,4.0,12,36,389,10.8,6,9.3,112.0,NE
2007,17,Zach Miller,22.0,1.0,16,44,444,10.1,3,6.6,106.4,OAK
2007,18,Chris Baker,28.0,6.0,15,41,411,10.0,3,6.7,100.1,NYJ
2007,19,Randy McMichael,28.0,6.0,16,39,429,11.0,3,6.2,99.9,STL
2007,20,Jeff King,24.0,2.0,16,46,406,8.8,2,6.2,98.6,CAR
2007,21,Eric Johnson,28.0,7.0,14,48,378,7.9,2,7.0,97.8,NO
2007,22,Bo Scaife,26.0,3.0,16,46,421,9.2,1,5.9,94.1,TEN
2007,23,Greg Olsen,22.0,1.0,13,39,391,10.0,2,6.9,90.1,CHI
2007,24,Alex Smith,25.0,3.0,14,32,385,12.0,3,6.3,88.5,TB
2007,25,Marcedes Lewis,23.0,2.0,15,37,391,10.6,2,5.9,88.1,JAX
2007,26,Leonard Pope,24.0,2.0,12,23,238,10.3,5,6.4,76.8,ARI
2007,27,David Martin,28.0,7.0,15,34,303,8.9,2,5.1,76.3,MIA
2007,28,Ben Utecht,26.0,3.0,13,31,364,11.7,1,5.6,73.4,IND
2007,29,Billy Miller,30.0,9.0,13,27,328,12.1,2,5.5,71.8,NO
2007,30,Robert Royal,29.0,5.0,13,25,248,9.9,3,5.2,67.8,BUF
2007,31,Marcus Pollard,35.0,13.0,13,28,273,9.8,2,5.2,67.3,SEA
2007,32,Visanthe Shiancoe,27.0,5.0,15,27,323,12.0,1,4.4,65.3,MIN
2007,33,Quinn Sypniewski,25.0,2.0,13,34,246,7.2,1,5.0,64.6,BAL
2007,34,Justin Peelle,28.0,6.0,15,29,228,7.9,2,4.3,63.8,MIA
2007,35,Jerramy Stevens,28.0,6.0,7,18,189,10.5,4,8.7,60.9,TB
2007,36,Daniel Graham,29.0,6.0,14,24,246,10.3,2,4.3,60.6,DEN
2007,37,Michael Gaines,27.0,4.0,15,25,215,8.6,2,3.9,58.5,BUF
2007,38,Todd Heap,27.0,7.0,6,23,239,10.4,1,8.8,52.9,BAL
2007,39,L.J. Smith,27.0,5.0,10,22,236,10.7,1,5.2,51.6,PHI
2007,40,Bubba Franks,29.0,8.0,8,18,132,7.3,3,6.2,49.2,GB
2007,41,Kris Wilson,26.0,4.0,16,24,180,7.5,1,3.0,48.7,KC
2007,42,Delanie Walker,23.0,2.0,13,21,174,8.3,1,3.4,44.4,SF
2007,43,Sean McHugh,25.0,4.0,12,17,252,14.8,0,3.5,42.2,DET
2007,44,Reggie Kelly,30.0,9.0,15,20,211,10.6,0,2.7,41.1,CIN
2007,45,Brent Celek,22.0,1.0,10,16,178,11.1,1,4.0,39.8,PHI
2007,46,Will Heller,26.0,5.0,12,13,82,6.3,3,3.3,39.2,SEA
2007,47,George Wrighster,26.0,5.0,9,17,123,7.2,1,3.9,35.3,JAX
2007,48,Anthony Fasano,23.0,2.0,12,14,143,10.2,1,2.9,34.3,DAL
2007,49,Kevin Boss,23.0,1.0,7,9,118,13.1,2,4.7,32.8,NYG
2007,50,Bryan Fletcher,28.0,3.0,10,18,143,7.9,0,3.2,32.3,IND
2007,51,Dante Rosario,23.0,1.0,5,6,108,18.0,2,5.8,28.8,CAR
2007,52,Kyle Brady,35.0,13.0,9,9,70,7.8,2,3.1,28.0,NE
2007,53,Matt Schobel,29.0,6.0,11,11,108,9.8,1,2.5,27.8,PHI
2007,54,Matt Spaeth,24.0,1.0,5,5,34,6.8,3,5.3,26.4,PIT
2007,55,Ben Patrick,23.0,1.0,6,7,73,10.4,2,4.4,26.3,ARI
2007,56,Ben Hartsock,27.0,4.0,11,12,138,11.5,0,2.3,25.8,TEN
2007,57,Brandon Manumaleuna,27.0,7.0,11,10,86,8.6,1,2.2,24.6,SD
2007,58,Dan Coats,23.0,1.0,11,12,122,10.2,0,2.2,24.2,CIN
2007,59,John Madsen,24.0,2.0,7,8,102,12.8,1,3.5,24.2,OAK
2007,60,Tony Curtis,24.0,3.0,3,3,18,6.0,3,7.6,22.8,DAL
2007,61,Todd Yoder,29.0,8.0,8,7,97,13.9,1,2.8,22.7,WAS
2007,62,Casey Fitzsimmons,27.0,5.0,8,8,85,10.6,1,2.8,22.5,DET
2007,63,Steve Heiden,31.0,8.0,12,12,104,8.7,0,1.9,22.4,CLE
2007,64,Richard Angulo,27.0,5.0,4,8,81,10.1,1,5.5,22.1,JAX
2007,65,Joel Dreessen,25.0,3.0,5,4,55,13.8,2,4.3,21.5,HOU
2007,66,Greg Estandia,25.0,2.0,7,8,130,16.3,0,3.0,21.0,JAX
2007,67,Christian Fauria,36.0,13.0,6,5,39,7.8,2,3.5,20.9,CAR
2007,68,Anthony Becht,30.0,8.0,6,5,20,4.0,2,3.2,19.0,TB
2007,69,Troy Bienemann,24.0,2.0,8,7,46,6.6,1,2.2,17.6,ARI
2007,70,Jeb Putzier,28.0,5.0,6,6,39,6.5,1,2.6,15.9,HOU
2007,71,Jim Kleinsasser,30.0,9.0,8,4,43,10.8,1,1.8,14.3,MIN
2007,72,Martrez Milner,23.0,1.0,6,9,50,5.6,0,2.3,14.0,ATL
2007,73,Daniel Wilcox,30.0,4.0,4,6,18,3.0,1,3.4,13.8,BAL
2007,74,Jeff Dugan,26.0,4.0,5,7,57,8.1,0,2.7,13.4,MIN
2007,75,Joseph Kowalewski,25.0,2.0,6,5,18,3.6,1,2.1,12.8,NYJ
2007,76,Nate Jackson,28.0,4.0,3,3,34,11.3,1,4.1,12.4,DEN
2007,77,Dwayne Blakley,28.0,4.0,7,7,48,6.9,0,1.7,11.8,ATL
2007,78,Joe Klopfenstein,24.0,2.0,3,2,37,18.5,1,3.9,11.7,STL
2007,79,Chad Mustard,30.0,5.0,4,5,62,12.4,0,2.8,11.2,DEN
2007,80,Ben Troupe,25.0,4.0,8,5,47,9.4,0,1.2,9.6,TEN
2007,81,Michael Matthews,24.0,1.0,10,6,28,4.7,0,0.9,8.8,NYG
2007,82,Dominique Byrd,23.0,2.0,1,4,44,11.0,0,8.4,8.4,STL
2007,83,Jerame Tuman,31.0,9.0,2,1,9,9.0,1,4.0,7.9,PIT
2007,84,Sean Ryan,27.0,4.0,2,3,46,15.3,0,3.8,7.6,NYJ
2007,85,Derek Schouman,22.0,1.0,2,3,19,6.3,0,2.4,4.9,BUF
2007,86,John Gilmore,28.0,6.0,6,3,14,4.7,0,0.7,4.4,CHI
2007,87,Ryan Neufeld,32.0,5.0,2,2,14,7.0,0,1.7,3.4,BUF
2007,88,John Owens,27.0,6.0,3,2,13,6.5,0,1.1,3.3,
2007,89,Aaron Walker,27.0,5.0,2,2,13,6.5,0,1.6,3.3,STL
2007,90,Jason Dunn,34.0,12.0,2,2,9,4.5,0,1.4,2.9,KC
2007,91,Richard Owens,27.0,4.0,2,1,9,9.0,0,1.0,1.9,STL
2007,92,David Thomas,24.0,2.0,1,1,9,9.0,0,1.9,1.9,NE
2007,93,Darnell Dinkins,30.0,4.0,1,1,8,8.0,0,1.8,1.8,CLE
2007,94,Aaron Halterman,25.0,3.0,2,1,7,7.0,0,0.8,1.7,MIA
2007,95,Jason Pociask,24.0,2.0,1,1,7,7.0,0,1.7,1.7,NYJ
2007,96,Brian Kozlowski,37.0,14.0,1,1,5,5.0,0,1.5,1.5,WAS
2007,97,Isaac Smolko,24.0,2.0,2,1,5,5.0,0,0.8,1.5,JAX
2007,98,Lee Vickers,26.0,1.0,2,1,5,5.0,0,0.8,1.5,BAL
2007,99,Kevin Everett,25.0,3.0,1,1,3,3.0,0,1.3,1.3,BUF
2007,100,Dan Campbell,31.0,9.0,1,1,1,1.0,0,1.1,1.1,DET
2007,101,Billy Bajema,25.0,3.0,1,0,0,,0,0.0,0.0,SF
2007,102,Mark Bruener,35.0,13.0,1,0,0,,0,0.0,0.0,HOU
2007,103,Ronnie Ghent,27.0,1.0,1,0,0,,0,0.0,0.0,NO
2007,104,Tim Massaquoi,25.0,2.0,1,0,0,,0,0.0,0.0,BUF
2007,105,Marcellus Rivers,29.0,7.0,1,0,0,,0,0.0,0.0,NE
2008,1,Tony Gonzalez,32.0,12.0,16,96,1058,11.0,10,16.4,261.8,KC
2008,2,Jason Witten,26.0,6.0,16,81,952,11.8,4,12.6,201.9,DAL
2008,3,Dallas Clark,29.0,6.0,15,77,848,11.0,6,13.2,197.8,IND
2008,4,Antonio Gates,28.0,6.0,16,60,704,11.7,8,11.2,178.4,SD
2008,5,Chris Cooley,26.0,5.0,16,83,849,10.2,1,10.9,173.9,WAS
2008,6,Owen Daniels,26.0,3.0,16,70,862,12.3,2,10.5,168.2,HOU
2008,7,John Carlson,24.0,1.0,15,55,627,11.4,5,9.8,147.7,SEA
2008,8,Visanthe Shiancoe,28.0,6.0,16,42,596,14.2,7,9.0,143.6,MIN
2008,9,Greg Olsen,23.0,2.0,16,54,574,10.6,5,8.8,141.4,CHI
2008,10,Zach Miller,23.0,2.0,16,56,778,13.9,1,8.7,139.8,OAK
2008,11,Bo Scaife,27.0,4.0,16,58,562,9.7,2,7.9,126.2,TEN
2008,12,Tony Scheffler,25.0,3.0,13,40,645,16.1,3,9.4,122.4,DEN
2008,13,Anthony Fasano,24.0,3.0,15,34,454,13.4,7,8.1,121.4,MIA
2008,14,Dustin Keller,24.0,1.0,14,48,535,11.1,3,8.5,119.5,NYJ
2008,15,Heath Miller,26.0,4.0,13,48,514,10.7,3,9.0,117.4,PIT
2008,16,Billy Miller,31.0,10.0,12,45,579,12.9,1,9.1,108.9,NO
2008,17,Kevin Boss,24.0,2.0,15,33,384,11.6,6,7.2,107.4,NYG
2008,18,Kellen Winslow Jr,25.0,5.0,10,43,428,10.0,3,10.4,103.8,CLE
