Year,Rank,Name,Age,Exp,G,Rsh,RshYd,RshTD,Rec,RecYd,Y/Rec,RecTD,FP/G,FantPt,Team
2001,36,Troy Edwards,24.0,3.0,5,5,28,1,4,33,8.3,0,3.2,16.1,PIT
2001,37,Reggie Swinton,26.0,1.0,1,1,-4,0,3,72,24.0,1,15.8,15.8,DAL
2001,38,Ike Hilliard,25.0,5.0,1,1,21,0,3,43,14.3,1,15.4,15.4,NYG
2001,39,MarTay Jenkins,26.0,2.0,2,3,4,0,4,44,11.0,1,7.4,14.8,ARI
2001,40,Donald Driver,26.0,3.0,3,3,38,1,1,24,24.0,0,4.4,13.2,GB
2001,41,Kevin Lockett,27.0,5.0,1,0,0,0,3,46,15.3,0,12.8,12.8,WAS
2001,42,Larry Foster,25.0,2.0,2,2,6,0,5,69,13.8,0,6.2,12.5,DET
2001,43,Marvin Harrison,29.0,6.0,1,1,3,0,6,55,9.2,0,11.8,11.8,IND
2001,44,Rod Gardner,24.0,1.0,1,1,16,0,3,70,23.3,0,11.6,11.6,WAS
2001,45,Jimmy Smith,32.0,10.0,1,1,-3,0,5,68,13.6,0,11.5,11.5,JAX
2001,46,Freddie Mitchell,23.0,1.0,3,2,-4,0,6,58,9.7,0,3.8,11.4,PHI
2001,47,Dedric Ward,27.0,5.0,2,2,21,0,5,41,8.2,0,5.6,11.2,MIA
2001,48,Kevin Kasper,24.0,1.0,2,3,19,0,4,45,11.3,0,5.2,10.4,DEN
2001,49,Jerome Pathon,26.0,4.0,1,1,-8,0,5,57,11.4,0,9.9,9.9,IND
2001,50,Chris Chambers,23.0,1.0,1,1,-11,0,3,76,25.3,0,9.5,9.5,MIA
2001,51,Darrell Jackson,23.0,2.0,1,1,9,0,4,39,9.8,0,8.8,8.8,SEA
2001,52,Jermaine Lewis,27.0,6.0,6,9,33,0,3,23,7.7,0,1.4,8.6,BAL
2001,53,Steve Smith,22.0,1.0,4,4,43,0,1,29,29.0,0,2.0,8.2,CAR
2001,54,Michael Westbrook,29.0,7.0,2,2,8,0,4,34,8.5,0,4.1,8.2,WAS
2001,55,Germane Crowell,25.0,4.0,1,1,6,0,4,34,8.5,0,8.0,8.0,DET
2001,56,Quincy Morgan,24.0,1.0,2,2,27,0,2,26,13.0,0,3.6,7.3,CLE
2001,57,Jerry Porter,23.0,2.0,1,2,13,0,2,36,18.0,0,6.9,6.9,OAK
2001,58,Reidel Anthony,25.0,5.0,3,3,22,0,2,21,10.5,0,2.1,6.3,TB
2001,59,Darrin Chiaverini,24.0,3.0,1,1,3,0,2,25,12.5,0,4.8,4.8,DAL
2001,60,Isaac Byrd,30.0,8.0,1,1,-2,0,2,19,9.5,0,3.7,3.7,CAR
2001,61,Damon Gibson,26.0,4.0,2,2,19,0,1,4,4.0,0,1.6,3.3,JAX
2001,62,Cris Carter,36.0,15.0,1,1,4,0,1,11,11.0,0,2.5,2.5,MIN
2001,63,Vinny Sutherland,23.0,1.0,1,1,16,0,0,0,,0,1.6,1.6,SF
2001,64,Antonio Freeman,29.0,7.0,1,1,-5,0,1,6,6.0,0,1.1,1.1,GB
2001,65,Quentin McCord,23.0,1.0,1,2,11,0,0,0,,0,1.1,1.1,ATL
2001,66,Dante Hall,23.0,1.0,2,2,10,0,0,0,,0,0.5,1.0,KC
2001,67,Albert Connell,27.0,5.0,1,1,6,0,0,0,,0,0.6,0.6,NO
2001,68,Scottie Montgomery,23.0,2.0,1,1,5,0,0,0,,0,0.5,0.5,DEN
2001,69,Alvis Whitted,27.0,4.0,1,1,4,0,0,0,,0,0.4,0.4,JAX
2001,70,Brandon Stokley,25.0,3.0,1,1,1,0,0,0,,0,0.1,0.1,BAL
2001,71,Ron Dixon,25.0,2.0,1,1,0,0,0,0,,0,0.0,0.0,NYG
2001,72,Frank Sanders,28.0,7.0,1,0,0,0,0,0,,0,0.0,0.0,ARI
2001,73,Santana Moss,22.0,1.0,1,1,-6,0,0,0,,0,-0.6,-0.6,NYJ
2002,1,Marvin Harrison,30.0,7.0,16,2,10,0,143,1722,12.0,11,23.9,382.2,IND
2002,2,Hines Ward,26.0,5.0,16,12,142,0,112,1329,11.9,12,20.7,331.1,PIT
2002,3,Terrell Owens,29.0,7.0,14,7,79,1,100,1300,13.0,13,23.0,321.9,SF
2002,4,Eric Moulds,29.0,7.0,16,1,7,0,100,1287,12.9,10,18.1,289.4,BUF
2002,5,Randy Moss,25.0,5.0,16,6,51,0,106,1347,12.7,7,18.0,287.8,MIN
2002,6,Peerless Price,26.0,4.0,16,3,-13,0,94,1252,13.3,9,17.0,271.9,BUF
2002,7,Amani Toomer,28.0,7.0,16,1,2,0,82,1343,16.4,8,16.5,264.5,NYG
2002,8,Joe Horn,30.0,7.0,16,0,0,0,88,1312,14.9,7,16.3,261.2,NO
2002,9,Jerry Rice,40.0,18.0,16,3,20,0,92,1211,13.2,7,16.1,257.1,OAK
2002,10,Plaxico Burress,25.0,3.0,16,0,0,0,78,1325,17.0,7,15.8,252.5,PIT
2002,11,Marty Booker,26.0,4.0,16,0,0,0,97,1183,12.2,6,15.7,251.3,CHI
2002,12,Laveranues Coles,25.0,3.0,15,6,39,0,89,1264,14.2,5,16.6,249.3,NYJ
2002,13,Torry Holt,26.0,4.0,16,2,18,0,91,1302,14.3,4,15.4,247.0,STL
2002,14,Koren Robinson,22.0,2.0,16,8,56,0,78,1240,15.9,5,14.8,237.6,SEA
2002,15,Donald Driver,27.0,4.0,16,8,70,0,70,1064,15.2,9,14.8,237.4,GB
2002,16,Isaac Bruce,30.0,9.0,16,3,18,0,79,1075,13.6,7,14.4,230.3,STL
2002,17,Jimmy Smith,33.0,11.0,16,1,2,0,80,1027,12.8,7,14.1,224.9,JAX
2002,18,Rod Smith,32.0,8.0,16,6,9,0,89,1027,11.5,5,13.9,222.6,DEN
2002,19,Rod Gardner,25.0,2.0,16,1,1,0,71,1006,14.2,8,13.7,219.7,WAS
2002,20,Chad Johnson,24.0,2.0,14,0,0,0,69,1166,16.9,5,15.4,215.6,CIN
2002,21,Keyshawn Johnson,30.0,7.0,16,0,0,0,76,1088,14.3,5,13.4,214.8,TB
2002,22,Derrick Mason,28.0,6.0,13,0,0,0,79,1012,12.8,5,16.2,210.2,TEN
2002,23,Troy Brown,31.0,10.0,14,3,14,0,97,890,9.2,3,14.7,205.4,NE
2002,24,Quincy Morgan,25.0,2.0,14,3,7,0,56,964,17.2,7,13.9,195.1,CLE
2002,25,Travis Taylor,23.0,3.0,16,11,105,0,61,869,14.2,6,12.2,194.4,BAL
2002,26,Joey Galloway,31.0,8.0,14,4,31,0,61,908,14.9,6,13.6,190.9,DAL
2002,27,Curtis Conway,31.0,10.0,11,7,53,2,57,852,14.9,5,17.2,189.5,SD
2002,28,Tim Brown,36.0,15.0,16,6,19,0,81,930,11.5,2,11.7,187.9,OAK
2002,29,Todd Pinkston,25.0,3.0,15,1,-15,0,60,798,13.3,7,12.0,180.3,PHI
2002,30,Tai Streets,25.0,4.0,15,0,0,0,72,756,10.5,5,11.8,177.6,SF
2002,31,James Thrash,27.0,6.0,15,18,126,2,52,635,12.2,6,11.7,176.1,PHI
2002,32,Brian Finneran,26.0,4.0,14,0,0,0,56,838,15.0,6,12.6,175.8,ATL
2002,33,Jerry Porter,24.0,3.0,15,4,6,0,51,688,13.5,9,11.6,174.4,OAK
2002,34,Wayne Chrebet,29.0,8.0,15,0,0,0,51,691,13.5,9,11.6,174.1,NYJ
2002,35,Darrell Jackson,24.0,3.0,12,3,3,0,62,877,14.1,4,14.5,174.0,SEA
2002,36,David Patten,28.0,6.0,15,2,6,0,61,824,13.5,5,11.6,174.0,NE
2002,37,Ed McCaffrey,34.0,12.0,16,2,22,0,69,903,13.1,2,10.8,173.5,DEN
2002,38,Muhsin Muhammad,29.0,7.0,13,3,40,0,63,823,13.1,3,12.9,167.3,CAR
2002,39,Keenan McCardell,32.0,11.0,14,1,3,0,61,670,11.0,6,11.7,164.3,TB
2002,40,Derrius Thompson,25.0,2.0,14,10,77,0,53,773,14.6,4,11.6,162.0,WAS
2002,41,Eddie Kennison,29.0,7.0,16,7,58,0,53,906,17.1,2,10.1,161.4,KC
2002,42,Kevin Johnson,27.0,4.0,16,0,0,0,67,703,10.5,4,10.1,161.3,CLE
2002,43,Steve Smith,23.0,2.0,14,1,-4,0,54,872,16.1,3,11.3,158.8,CAR
2002,44,Antonio Bryant,21.0,1.0,16,6,40,0,44,733,16.7,6,9.8,157.3,DAL
2002,45,Peter Warrick,25.0,3.0,15,8,22,0,53,606,11.4,6,10.1,151.8,CIN
2002,46,Chris Chambers,24.0,2.0,14,6,78,0,52,734,14.1,3,10.8,151.2,MIA
2002,47,Terry Glenn,28.0,7.0,15,0,0,0,56,817,14.6,2,10.0,149.7,GB
2002,48,Corey Bradford,27.0,5.0,14,2,-11,0,45,697,15.5,6,10.7,149.6,HOU
2002,49,Donte Stallworth,22.0,1.0,13,2,2,0,42,594,14.1,8,11.5,149.6,NO
2002,50,Reggie Wayne,24.0,2.0,14,0,0,0,49,716,14.6,4,10.3,144.6,IND
2002,51,Dennis Northcutt,25.0,3.0,12,7,91,1,38,601,15.8,5,11.9,143.2,CLE
2002,52,D'Wayne Bates,27.0,4.0,14,0,0,0,50,689,13.8,4,10.2,142.9,MIN
2002,53,Dez White,23.0,3.0,16,3,11,0,51,656,12.9,4,8.9,141.7,CHI
2002,54,Tim Dwight,27.0,5.0,16,12,92,1,50,623,12.5,2,8.7,139.5,SD
2002,55,Antonio Freeman,30.0,8.0,15,0,0,0,46,600,13.0,4,8.7,130.0,PHI
2002,56,Bill Schroeder,31.0,6.0,11,0,0,0,36,595,16.5,5,11.4,125.5,DET
2002,57,Antwaan Randle El,23.0,1.0,16,19,134,0,47,489,10.4,2,7.6,121.3,PIT
2002,58,Jerome Pathon,27.0,5.0,13,0,0,0,43,523,12.2,4,9.2,119.3,NO
2002,59,Andre Davis,23.0,1.0,14,3,7,0,37,420,11.4,6,8.3,115.7,CLE
2002,60,Ricky Proehl,34.0,13.0,15,1,-1,0,43,466,10.8,4,7.6,113.5,STL
2002,61,Bobby Engram,29.0,7.0,14,0,0,0,50,619,12.4,0,8.0,111.9,SEA
2002,62,Kevin Dyson,27.0,5.0,11,2,-4,0,41,460,11.2,4,10.1,110.6,TEN
2002,63,Marc Boerigter,24.0,1.0,10,0,0,0,20,420,21.0,8,11.0,110.0,KC
2002,64,Az-Zahir Hakim,25.0,5.0,10,4,3,0,37,541,14.6,3,10.9,109.4,DET
2002,65,Qadry Ismail,32.0,10.0,14,0,0,0,44,462,10.5,3,7.7,108.2,IND
2002,66,Deion Branch,23.0,1.0,11,2,0,0,43,489,11.4,2,9.4,103.9,NE
2002,67,Ashley Lelie,22.0,1.0,15,4,40,0,35,525,15.0,2,6.9,103.5,DEN
2002,68,Joe Jurevicius,28.0,5.0,12,0,0,0,37,423,11.4,4,8.6,103.3,TB
2002,69,Bobby Shaw,27.0,5.0,15,0,0,0,44,525,11.9,1,6.8,102.5,JAX
2002,70,Santana Moss,23.0,2.0,14,6,40,0,30,433,14.4,4,7.2,101.3,NYJ
2002,71,Josh Reed,22.0,1.0,15,0,0,0,37,514,13.9,2,6.7,100.4,BUF
2002,72,James McKnight,30.0,9.0,13,7,58,0,29,528,18.2,2,7.7,99.6,MIA
2002,73,T.J. Houshmandzadeh,25.0,2.0,15,0,0,0,41,492,12.0,1,6.4,96.2,CIN
2002,74,Jabar Gaffney,22.0,1.0,15,0,0,0,41,483,11.8,1,6.4,95.3,HOU
2002,75,Drew Bennett,24.0,2.0,13,0,0,0,33,478,14.5,2,7.1,92.8,TEN
2002,76,David Boston,24.0,4.0,8,2,29,0,32,512,16.0,1,11.5,92.1,ARI
2002,77,Ron Dugans,25.0,3.0,13,0,0,0,47,421,9.0,0,6.9,89.1,CIN
2002,78,Johnnie Morton,31.0,9.0,13,10,124,0,29,397,13.7,1,6.7,87.1,KC
2002,79,Frank Sanders,29.0,8.0,10,3,2,0,34,400,11.8,2,8.6,86.2,ARI
2002,80,Trevor Gaylor,25.0,3.0,11,0,0,0,25,385,15.4,3,7.4,81.5,ATL
2002,81,Ike Hilliard,26.0,6.0,6,1,7,0,27,386,14.3,2,13.0,78.3,NYG
2002,82,Dante Hall,24.0,2.0,14,11,54,0,20,322,16.1,3,5.4,75.6,KC
2002,83,Jake Reed,35.0,12.0,11,0,0,0,21,360,17.1,3,6.8,75.0,NO
2002,84,Brandon Stokley,26.0,4.0,8,6,31,0,24,357,14.9,2,9.4,74.8,BAL
2002,85,Shawn Jefferson,33.0,12.0,11,0,0,0,27,394,14.6,1,6.6,72.4,ATL
2002,86,Ron Dixon,26.0,3.0,8,0,0,0,22,379,17.2,2,9.0,71.9,NYG
2002,87,J.J. Stokes,30.0,8.0,11,0,0,0,32,332,10.4,1,6.5,71.2,SF
2002,88,Robert Ferguson,23.0,1.0,9,0,0,0,22,293,13.3,3,7.7,69.3,GB
2002,89,Jason McAddley,23.0,1.0,9,0,0,0,25,362,14.5,1,7.5,67.2,ARI
2002,90,Marcus Robinson,27.0,5.0,12,0,0,0,21,244,11.6,3,5.3,63.4,CHI
2002,91,Scotty Anderson,23.0,2.0,12,0,0,0,25,322,12.9,1,5.3,63.2,DET
2002,92,Justin McCareins,24.0,2.0,11,2,18,0,19,301,15.8,2,5.7,62.9,TEN
2002,93,Javon Walker,24.0,1.0,14,1,11,0,23,319,13.9,1,4.4,62.0,GB
2002,94,Reche Caldwell,23.0,1.0,10,2,9,0,22,208,9.5,3,6.2,61.7,SD
2002,95,Kevin Lockett,28.0,6.0,8,0,0,0,16,205,12.8,4,7.6,60.5,
2002,96,Darnerien McCants,25.0,1.0,7,1,9,0,21,256,12.2,2,8.5,59.5,WAS
2002,97,Terance Mathis,35.0,13.0,10,0,0,0,23,218,9.5,2,5.7,56.8,PIT
2002,98,Willie Jackson,31.0,9.0,10,0,0,0,25,257,10.3,1,5.7,56.7,
2002,99,MarTay Jenkins,27.0,3.0,7,3,6,0,22,250,11.4,1,7.7,53.6,ARI
2002,100,Kevin Kasper,25.0,2.0,4,3,19,0,15,180,12.0,3,13.2,52.9,ARI
2002,101,Darnay Scott,30.0,9.0,11,1,14,0,22,218,9.9,1,4.7,51.2,DAL
2002,102,Eric Parker,23.0,1.0,5,0,0,0,17,268,15.8,1,10.0,49.8,SD
2002,103,Kelly Campbell,22.0,1.0,4,1,11,0,13,176,13.5,3,12.4,49.7,MIN
2002,104,JaJuan Dawson,25.0,3.0,10,0,0,0,21,286,13.6,0,5.0,49.6,HOU
2002,105,Chris Doering,29.0,7.0,10,0,0,0,17,192,11.3,2,4.8,48.2,WAS
2002,106,Germane Crowell,26.0,5.0,8,0,0,0,22,201,9.1,1,6.0,48.1,DET
2002,107,Troy Edwards,25.0,4.0,8,3,21,0,18,157,8.7,2,6.0,47.8,STL
2002,108,Quentin McCord,24.0,2.0,3,0,0,0,11,253,23.0,1,14.1,42.3,ATL
2002,109,Troy Walters,26.0,3.0,10,2,33,0,18,207,11.5,0,4.2,42.0,IND
2002,110,David Terrell,23.0,2.0,5,0,0,0,9,127,14.1,3,7.9,39.7,CHI
2002,111,Oronde Gadsden,31.0,5.0,6,0,0,0,16,228,14.3,0,6.5,38.8,MIA
2002,112,Patrick Johnson,26.0,5.0,4,1,-9,0,9,187,20.8,2,9.7,38.8,JAX
2002,113,Cedrick Wilson,24.0,1.0,9,0,0,0,15,166,11.1,1,4.2,37.6,SF
2002,114,Donald Hayes,27.0,5.0,7,0,0,0,12,133,11.1,2,5.3,37.3,NE
2002,115,Chris Walsh,34.0,11.0,9,0,0,0,14,172,12.3,1,4.1,37.2,MIN
2002,116,Isaac Byrd,31.0,9.0,7,1,0,0,14,164,11.7,1,5.2,36.4,CAR
2002,117,Dedric Ward,28.0,6.0,12,0,0,0,19,172,9.1,0,3.0,36.2,MIA
2002,118,Ken-yon Rambo,24.0,2.0,8,0,0,0,14,211,15.1,0,4.4,35.1,DAL
2002,119,Derrick Alexander,31.0,9.0,7,0,0,0,14,134,9.6,1,4.8,33.4,MIN
2002,120,Michael Lewis,31.0,1.0,5,1,15,0,8,200,25.0,0,5.9,29.5,NO
2002,121,Michael Westbrook,30.0,8.0,5,1,1,0,8,94,11.8,2,5.9,29.5,CIN
2002,122,Larry Foster,26.0,3.0,8,0,0,0,14,152,10.9,0,3.6,29.2,DET
2002,123,Ron Johnson,22.0,1.0,6,0,0,0,10,114,11.4,1,4.6,27.4,BAL
2002,124,Ahmad Merritt,25.0,2.0,7,1,5,0,14,106,7.6,0,3.6,25.1,CHI
2002,125,David Givens,22.0,1.0,7,0,0,0,9,92,10.2,1,3.5,24.2,NE
2002,126,Karl Hankton,32.0,5.0,8,2,-4,0,9,146,16.2,0,2.9,23.2,CAR
2002,127,Freddie Mitchell,24.0,2.0,7,0,0,0,12,105,8.8,0,3.2,22.5,PHI
2002,128,Cris Carter,37.0,16.0,4,0,0,0,8,66,8.3,1,5.2,20.6,MIA
2002,129,Danny Farmer,25.0,3.0,6,0,0,0,9,115,12.8,0,3.4,20.5,CIN
2002,130,Karl Williams,31.0,7.0,5,3,-5,0,7,77,11.0,1,4.0,20.2,TB
2002,131,James Williams,24.0,3.0,6,0,0,0,9,99,11.0,0,3.2,18.9,SEA
2002,132,Randy Hymes,23.0,1.0,3,0,0,0,6,123,20.5,0,6.1,18.3,BAL
